course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
ARH 105,ARH,105,ARC 509,ARC,509,Prereq,,CIS 345,CIS,345
ARH 105,ARH,105,ARH 206,ARH,206,Prereq,,CIS 346,CIS,346
ARH 105,ARH,105,ARH 214W,ARH,214W,Prereq,,CIS 348,CIS,348
ARH 105,ARH,105,ARH 294,ARH,294,Prereq,,CIS 350,CIS,350
ARH 105,ARH,105,ARH 312,ARH,312,Prereq,,CIS 351,CIS,351
ARH 105,ARH,105,ARH 370W,ARH,370W,Prereq,,CIS 352,CIS,352
ARH 105,ARH,105,ARH 389,ARH,389,Prereq,,CIS 353,CIS,353
ARH 105,ARH,105,ENG 214W,ENG,214W,Prereq,,CIS 354,CIS,354
ARH 105,ARH,105,WGS 370W,WGS,370W,Prereq,,CIS 355,CIS,355
ARH 106,ARH,106,"Architecture, B.Arch",,,Checksheet,,CIS 360,CIS,360
ARH 106,ARH,106,"Art, BA",,,Checksheet,,CIS 362,CIS,362
ARH 106,ARH,106,"Dental Hygiene, BS",,,Checksheet,,CIS 370,CIS,370
ARH 106,ARH,106,"Liberal Studies, AA",,,Checksheet,,CIS 380,CIS,380
ARH 106,ARH,106,"Public Administration, BS",,,Checksheet,,CIS 389,CIS,389
ARH 106,ARH,106,Fine Arts,,,GenEd,,CIS 394,CIS,394
ARH 106,ARH,106,Humanities,,,GenEd,,CIS 410,CIS,410
ARH 106,ARH,106,AME 370W,AME,370W,Prereq,,CIS 438,CIS,438
ARH 106,ARH,106,ARC 212,ARC,212,Prereq,,CIS 440,CIS,440
ARH 106,ARH,106,ARC 312,ARC,312,Prereq,,CIS 449,CIS,449
ARH 106,ARH,106,ARC 431,ARC,431,Prereq,,CIS 450,CIS,450
ARH 106,ARH,106,ARC 441,ARC,441,Prereq,,CIS 454,CIS,454
ARH 106,ARH,106,ARC 509,ARC,509,Prereq,,CIS 455,CIS,455
ARH 106,ARH,106,ARH 206,ARH,206,Prereq,,CIS 460,CIS,460
ARH 106,ARH,106,ARH 214W,ARH,214W,Prereq,,CIS 470,CIS,470
ARH 106,ARH,106,ARH 274,ARH,274,Prereq,,CIS 480,CIS,480
ARH 106,ARH,106,ARH 294,ARH,294,Prereq,,CIS 489,CIS,489
ARH 106,ARH,106,ARH 312,ARH,312,Prereq,,CIS 494,CIS,494
ARH 106,ARH,106,ARH 370W,ARH,370W,Prereq,,CIS 100G,CIS,100G
ARH 106,ARH,106,ARH 375,ARH,375,Prereq,,CNB 100,CNB,100
ARH 106,ARH,106,ARH 389,ARH,389,Prereq,,COE 117,COE,117
ARH 106,ARH,106,ENG 214W,ENG,214W,Prereq,,COE 219,COE,219
ARH 106,ARH,106,WGS 370W,WGS,370W,Prereq,,COL 100,COL,100
ARH 206,ARH,206,Photography Minor,,,Checksheet,,COL 101,COL,101
ARH 206,ARH,206,Fine Arts,,,GenEd,,COL 123,COL,123
ARH 214W,ARH,214W,"Art, BA",,,Checksheet,,COL 214,COL,214
ARH 214W,ARH,214W,ENG 214W,ENG,214W,CrossList,,COL 314,COL,314
ARH 214W,ARH,214W,Cultural Perspectives,,,GenEd,,COM 101,COM,101
ARH 214W,ARH,214W,Fine Arts,,,GenEd,,COM 102,COM,102
ARH 214W,ARH,214W,Humanities,,,GenEd,,COM 104,COM,104
ARH 214W,ARH,214W,Writing Intensive,,,GenEd,,COM 106,COM,106
ARH 274,ARH,274,Fine Arts,,,GenEd,,COM 160,COM,160
ARH 289,ARH,289,Fine Arts,,,GenEd,,COM 190,COM,190
ARH 294,ARH,294,Fine Arts,,,GenEd,,COM 294,COM,294
ARH 312,ARH,312,"Architecture, B.Arch",,,Checksheet,,COM 300,COM,300
ARH 312,ARH,312,ARC 312,ARC,312,CrossList,,COM 305,COM,305
ARH 312,ARH,312,Fine Arts,,,GenEd,,COM 317,COM,317
ARH 312,ARH,312,ARC 431,ARC,431,Prereq,,COM 320,COM,320
ARH 312,ARH,312,ARC 509,ARC,509,Prereq,,COM 330,COM,330
ARH 312,ARH,312,ARC 510,ARC,510,Prereq,,COM 375,COM,375
ARH 370W,ARH,370W,AME 370W,AME,370W,CrossList,,COM 389,COM,389
ARH 370W,ARH,370W,WGS 370W,WGS,370W,CrossList,,COM 394,COM,394
ARH 370W,ARH,370W,Cultural Perspectives,,,GenEd,,COM 410,COM,410
ARH 370W,ARH,370W,Fine Arts,,,GenEd,,COM 475,COM,475
ARH 370W,ARH,370W,Humanities,,,GenEd,,COM 480,COM,480
ARH 370W,ARH,370W,Writing Intensive,,,GenEd,,COM 580,COM,580
ARH 375,ARH,375,"Art, BA",,,Checksheet,,CYB 501,CYB,501
ARH 375,ARH,375,Photography Minor,,,Checksheet,,CYB 502,CYB,502
ARH 375,ARH,375,Cultural Perspectives,,,GenEd,,CYB 503,CYB,503
ARH 375,ARH,375,Fine Arts,,,GenEd,,CYB 504,CYB,504
ARH 389,ARH,389,Fine Arts,,,GenEd,,CYB 515,CYB,515
ARH 394,ARH,394,Fine Arts,,,GenEd,,CYB 520,CYB,520
ARH 425,ARH,425,"Art, BA",,,Checksheet,,CYB 524,CYB,524
ARH 425,ARH,425,ART 430,ART,430,Coreq,,CYB 530,CYB,530
ARH 425,ARH,425,ART 425,ART,425,CrossList,,CYB 532,CYB,532
ARH 425,ARH,425,Fine Arts,,,GenEd,,CYB 533,CYB,533
ARH 489,ARH,489,Fine Arts,,,GenEd,,CYB 534,CYB,534
ARH 494,ARH,494,Fine Arts,,,GenEd,,CYB 535,CYB,535
ART 100,ART,100,Fine Arts,,,GenEd,,CYB 536,CYB,536
ART 109,ART,109,Fine Arts,,,GenEd,,CYB 537,CYB,537
ART 111,ART,111,"Art, BA",,,Checksheet,,CYB 538,CYB,538
ART 111,ART,111,Fine Arts,,,GenEd,,CYB 539,CYB,539
ART 112,ART,112,Photography Minor,,,Checksheet,,CYB 551,CYB,551
ART 112,ART,112,Fine Arts,,,GenEd,,CYB 552,CYB,552
ART 112,ART,112,ART 209,ART,209,Prereq,,CYB 561,CYB,561
ART 112,ART,112,ART 210,ART,210,Prereq,,CYB 562,CYB,562
ART 112,ART,112,ART 235,ART,235,Prereq,,CYB 563,CYB,563
ART 112,ART,112,ART 251,ART,251,Prereq,,CYB 565,CYB,565
ART 112,ART,112,ART 415,ART,415,Prereq,,CYB 572,CYB,572
ART 113,ART,113,"Art, BA",,,Checksheet,,CYB 574,CYB,574
ART 113,ART,113,Fine Arts,,,GenEd,,CYB 576,CYB,576
ART 113,ART,113,ART 219,ART,219,Prereq,,CYB 578,CYB,578
ART 113,ART,113,ART 229,ART,229,Prereq,,CYB 581,CYB,581
ART 113,ART,113,ART 251,ART,251,Prereq,,CYB 582,CYB,582
ART 114,ART,114,"Art, BA",,,Checksheet,,CYB 583,CYB,583
ART 114,ART,114,Fine Arts,,,GenEd,,CYB 584,CYB,584
ART 115,ART,115,"Architecture, B.Arch",,,Checksheet,,CYB 586,CYB,586
ART 115,ART,115,"Art, BA",,,Checksheet,,CYB 587,CYB,587
ART 115,ART,115,Fine Arts,,,GenEd,,CYB 588,CYB,588
ART 115,ART,115,ARC 441,ARC,441,Prereq,,CYB 590,CYB,590
ART 115,ART,115,ART 209,ART,209,Prereq,,CYB 591,CYB,591
ART 115,ART,115,ART 210,ART,210,Prereq,,CYB 592,CYB,592
ART 115,ART,115,ART 215,ART,215,Prereq,,CYB 596,CYB,596
ART 115,ART,115,ART 221,ART,221,Prereq,,CYB 597,CYB,597
ART 115,ART,115,ART 315,ART,315,Prereq,,CYB 598,CYB,598
ART 140,ART,140,Fine Arts,,,GenEd,,CYB 698,CYB,698
ART 140,ART,140,ART 310,ART,310,Prereq,,DEA 102,DEA,102
ART 202,ART,202,"Art, BA",,,Checksheet,,DEA 103,DEA,103
ART 202,ART,202,Fine Arts,,,GenEd,,DEA 152,DEA,152
ART 202,ART,202,ART 302,ART,302,Prereq,,DEA 154,DEA,154
ART 203,ART,203,"Art, BA",,,Checksheet,,DEA 200,DEA,200
ART 203,ART,203,Photography Minor,,,Checksheet,,DEA 201,DEA,201
ART 203,ART,203,Fine Arts,,,GenEd,,DEA 204,DEA,204
ART 209,ART,209,Fine Arts,,,GenEd,,DEA 213,DEA,213
ART 209,ART,209,ART 309,ART,309,Prereq,,DEA 250,DEA,250
ART 210,ART,210,"Art, BA",,,Checksheet,,DEA 253,DEA,253
ART 210,ART,210,Fine Arts,,,GenEd,,DEA 370,DEA,370
ART 210,ART,210,ART 309,ART,309,Prereq,,DEA 372,DEA,372
ART 215,ART,215,"Art, BA",,,Checksheet,,DEA 381,DEA,381
ART 215,ART,215,Fine Arts,,,GenEd,,DEA 371L,DEA,371L
ART 215,ART,215,ART 315,ART,315,Prereq,,DEH 201,DEH,201
ART 215,ART,215,ART 415,ART,415,Prereq,,DEH 202,DEH,202
ART 219,ART,219,"Art, BA",,,Checksheet,,DEH 203,DEH,203
ART 219,ART,219,Fine Arts,,,GenEd,,DEH 225,DEH,225
ART 219,ART,219,ART 319,ART,319,Prereq,,DEH 228,DEH,228
ART 219,ART,219,ART 419,ART,419,Prereq,,DEH 250,DEH,250
ART 221,ART,221,"Art, BA",,,Checksheet,,DEH 251,DEH,251
ART 221,ART,221,Fine Arts,,,GenEd,,DEH 252,DEH,252
ART 221,ART,221,ART 321,ART,321,Prereq,,DEH 254,DEH,254
ART 221,ART,221,ART 421,ART,421,Prereq,,DEH 255,DEH,255
ART 229,ART,229,"Art, BA",,,Checksheet,,DEH 265,DEH,265
ART 229,ART,229,Fine Arts,,,GenEd,,DEH 270,DEH,270
ART 235,ART,235,Fine Arts,,,GenEd,,DEH 300,DEH,300
ART 235,ART,235,ART 335,ART,335,Prereq,,DEH 301,DEH,301
ART 251,ART,251,"Art, BA",,,Checksheet,,DEH 302,DEH,302
ART 251,ART,251,Fine Arts,,,GenEd,,DEH 303,DEH,303
ART 251,ART,251,ART 351,ART,351,Prereq,,DEH 304,DEH,304
ART 289,ART,289,"Art, BA",,,Checksheet,,DEH 305,DEH,305
ART 289,ART,289,Fine Arts,,,GenEd,,DEH 330,DEH,330
ART 294,ART,294,Fine Arts,,,GenEd,,DEH 350,DEH,350
ART 302,ART,302,Fine Arts,,,GenEd,,DEH 351,DEH,351
ART 307,ART,307,Photography Minor,,,Checksheet,,DEH 352,DEH,352
ART 307,ART,307,Fine Arts,,,GenEd,,DEH 353,DEH,353
ART 309,ART,309,Fine Arts,,,GenEd,,DEH 354,DEH,354
ART 309,ART,309,ART 409,ART,409,Prereq,,DEH 360,DEH,360
ART 310,ART,310,Fine Arts,,,GenEd,,DEH 400,DEH,400
ART 315,ART,315,Fine Arts,,,GenEd,,DEH 405,DEH,405
ART 319,ART,319,Fine Arts,,,GenEd,,DEH 430,DEH,430
ART 319,ART,319,ART 419,ART,419,Prereq,,DEH 449,DEH,449
ART 321,ART,321,Fine Arts,,,GenEd,,DEH 489,DEH,489
ART 321,ART,321,ART 421,ART,421,Prereq,,DEH 494,DEH,494
ART 330,ART,330,English Writing Minor,,,Checksheet,,DEH 200L,DEH,200L
ART 330,ART,330,ENG 330,ENG,330,CrossList,,DEH 202L,DEH,202L
ART 330,ART,330,INT 330,INT,330,CrossList,,DEH 204L,DEH,204L
ART 330,ART,330,Cultural Perspectives,,,GenEd,,DEH 251L,DEH,251L
ART 330,ART,330,Fine Arts,,,GenEd,,DEH 301L,DEH,301L
ART 330,ART,330,Humanities,,,GenEd,,DEH 304L,DEH,304L
ART 330W,ART,330W,Cultural Perspectives,,,GenEd,,DRA 101,DRA,101
ART 330W,ART,330W,Humanities,,,GenEd,,DRA 106,DRA,106
ART 335,ART,335,Photography Minor,,,Checksheet,,DRA 251,DRA,251
ART 335,ART,335,Fine Arts,,,GenEd,,DRA 265,DRA,265
ART 335,ART,335,ART 435,ART,435,Prereq,,DRA 280,DRA,280
ART 351,ART,351,Fine Arts,,,GenEd,,DRA 294,DRA,294
ART 351,ART,351,ART 451,ART,451,Prereq,,DRA 309,DRA,309
ART 394,ART,394,Fine Arts,,,GenEd,,DRA 315,DRA,315
ART 409,ART,409,Fine Arts,,,GenEd,,DRA 355,DRA,355
ART 415,ART,415,Fine Arts,,,GenEd,,DRA 389,DRA,389
ART 419,ART,419,Fine Arts,,,GenEd,,DRA 394,DRA,394
ART 420,ART,420,Fine Arts,,,GenEd,,DRA 494,DRA,494
ART 421,ART,421,Fine Arts,,,GenEd,,DSC 100,DSC,100
ART 425,ART,425,"Art, BA",,,Checksheet,,DSC 225,DSC,225
ART 425,ART,425,ART 430,ART,430,Coreq,,DSC 255,DSC,255
ART 425,ART,425,ARH 425,ARH,425,CrossList,,DSC 289,DSC,289
ART 425,ART,425,Fine Arts,,,GenEd,,DSC 325,DSC,325
ART 430,ART,430,"Art, BA",,,Checksheet,,DSC 352,DSC,352
ART 430,ART,430,Fine Arts,,,GenEd,,DSC 355,DSC,355
ART 435,ART,435,Fine Arts,,,GenEd,,DSC 360,DSC,360
ART 450,ART,450,"Data Science, BS",,,Checksheet,,DSC 370,DSC,370
ART 450,ART,450,Fine Arts,,,GenEd,,DSC 389,DSC,389
ART 451,ART,451,Fine Arts,,,GenEd,,DSC 449,DSC,449
ART 489,ART,489,"Art, BA",,,Checksheet,,DSC 450,DSC,450
ART 489,ART,489,Fine Arts,,,GenEd,,DSC 454,DSC,454
ART 494,ART,494,Fine Arts,,,GenEd,,DSC 455,DSC,455
ART 496,ART,496,Fine Arts,,,GenEd,,DSC 489,DSC,489
ART 550,ART,550,"Data Science, BS",,,Checksheet,,DSC 525,DSC,525
ART 550,ART,550,"Data Science, PBS",,,Checksheet,,DSC 549,DSC,549
ART 550,ART,550,"Data Visualization, Graduate Certificate",,,Checksheet,,DSC 550,DSC,550
ART 550,ART,550,ART 610,ART,610,Coreq,,DSC 552,DSC,552
ART 550,ART,550,Fine Arts,,,GenEd,,DSC 554,DSC,554
ART 610,ART,610,"Data Science, BS",,,Checksheet,,DSC 555,DSC,555
ART 610,ART,610,"Data Science, PBS",,,Checksheet,,DSC 561,DSC,561
ART 610,ART,610,"Data Visualization, Graduate Certificate",,,Checksheet,,DSC 589,DSC,589
ART 610,ART,610,Fine Arts,,,GenEd,,ECO 100,ECO,100
ASL 101,ASL,101,ASL 201,ASL,201,Coreq,,ECO 201,ECO,201
ASL 101,ASL,101,Cultural Perspectives,,,GenEd,,ECO 202,ECO,202
ASL 101,ASL,101,Humanities,,,GenEd,,ECO 289,ECO,289
ASL 101,ASL,101,ASL 102,ASL,102,Prereq,,ECO 489,ECO,489
ASL 101,ASL,101,ASL 201,ASL,201,Prereq,,EDU 100,EDU,100
ASL 102,ASL,102,ASL 201,ASL,201,Coreq,,EDU 195,EDU,195
ASL 102,ASL,102,Cultural Perspectives,,,GenEd,,EDU 215,EDU,215
ASL 102,ASL,102,Humanities,,,GenEd,,EDU 250,EDU,250
ASL 102,ASL,102,ASL 201,ASL,201,Prereq,,EDU 251,EDU,251
ASL 201,ASL,201,Cultural Perspectives,,,GenEd,,EDU 261,EDU,261
AVI 110,AVI,110,UAS 110,UAS,110,CrossList,,EDU 263,EDU,263
AVI 115,AVI,115,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 289,EDU,289
AVI 115,AVI,115,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,EDU 324,EDU,324
AVI 115,AVI,115,AVI 116,AVI,116,Prereq,,EDU 325,EDU,325
AVI 116,AVI,116,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 326,EDU,326
AVI 116,AVI,116,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,EDU 327,EDU,327
AVI 120,AVI,120,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,EDU 328,EDU,328
AVI 120,AVI,120,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 329,EDU,329
AVI 120,AVI,120,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,EDU 331,EDU,331
AVI 120,AVI,120,HTY 120,HTY,120,CrossList,,EDU 335,EDU,335
AVI 120,AVI,120,Humanities,,,GenEd,,EDU 340,EDU,340
AVI 120,AVI,120,AVI 460,AVI,460,Prereq,,EDU 350,EDU,350
AVI 141,AVI,141,Advanced Aviation Certificate,,,Checksheet,,EDU 352,EDU,352
AVI 141,AVI,141,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 361,EDU,361
AVI 141,AVI,141,AVI 144B,AVI,144B,Prereq,,EDU 362,EDU,362
AVI 141,AVI,141,AVI 241,AVI,241,Prereq,,EDU 363,EDU,363
AVI 141,AVI,141,AVI 244B,AVI,244B,Prereq,,EDU 365,EDU,365
AVI 141,AVI,141,AVI 380,AVI,380,Prereq,,EDU 370,EDU,370
AVI 141,AVI,141,AVI 450,AVI,450,Prereq,,EDU 371,EDU,371
AVI 144A,AVI,144A,Advanced Aviation Certificate,,,Checksheet,,EDU 375,EDU,375
AVI 144A,AVI,144A,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 380,EDU,380
AVI 144A,AVI,144A,AVI 144B,AVI,144B,Prereq,,EDU 381,EDU,381
AVI 144A,AVI,144A,AVI 241,AVI,241,Prereq,,EDU 387,EDU,387
AVI 144A,AVI,144A,AVI 244B,AVI,244B,Prereq,,EDU 389,EDU,389
AVI 144A,AVI,144A,AVI 380,AVI,380,Prereq,,EDU 392,EDU,392
AVI 144A,AVI,144A,AVI 389,AVI,389,Prereq,,EDU 395,EDU,395
AVI 144A,AVI,144A,AVI 394,AVI,394,Prereq,,EDU 396,EDU,396
AVI 144A,AVI,144A,AVI 450,AVI,450,Prereq,,EDU 399,EDU,399
AVI 144B,AVI,144B,Advanced Aviation Certificate,,,Checksheet,,EDU 400,EDU,400
AVI 144B,AVI,144B,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 420,EDU,420
AVI 144B,AVI,144B,AVI 241,AVI,241,Prereq,,EDU 444,EDU,444
AVI 144B,AVI,144B,AVI 244B,AVI,244B,Prereq,,EDU 479,EDU,479
AVI 144B,AVI,144B,AVI 380,AVI,380,Prereq,,EDU 489,EDU,489
AVI 144B,AVI,144B,AVI 450,AVI,450,Prereq,,EDU 490,EDU,490
AVI 145,AVI,145,Advanced Aviation Certificate,,,Checksheet,,EDU 493,EDU,493
AVI 145,AVI,145,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 496,EDU,496
AVI 150,AVI,150,Advanced Aviation Certificate,,,Checksheet,,EDU 497,EDU,497
AVI 150,AVI,150,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 500,EDU,500
AVI 150,AVI,150,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,EDU 510,EDU,510
AVI 150,AVI,150,AVI 151,AVI,151,Prereq,,EDU 520,EDU,520
AVI 151,AVI,151,Advanced Aviation Certificate,,,Checksheet,,EDU 530,EDU,530
AVI 151,AVI,151,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 540,EDU,540
AVI 151,AVI,151,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,EDU 544,EDU,544
AVI 241,AVI,241,Advanced Aviation Certificate,,,Checksheet,,EDU 550,EDU,550
AVI 241,AVI,241,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 579,EDU,579
AVI 241,AVI,241,AVI 244B,AVI,244B,Prereq,,EDU 580,EDU,580
AVI 241,AVI,241,AVI 320,AVI,320,Prereq,,EDU 590,EDU,590
AVI 241,AVI,241,AVI 341,AVI,341,Prereq,,EDU 597,EDU,597
AVI 241,AVI,241,AVI 420,AVI,420,Prereq,,EDU 200W,EDU,200W
AVI 244A,AVI,244A,Advanced Aviation Certificate,,,Checksheet,,EDU 210W,EDU,210W
AVI 244A,AVI,244A,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 300W,EDU,300W
AVI 244A,AVI,244A,AVI 244B,AVI,244B,Prereq,,EDU 330W,EDU,330W
AVI 244A,AVI,244A,AVI 320,AVI,320,Prereq,,EDU 341W,EDU,341W
AVI 244A,AVI,244A,AVI 341,AVI,341,Prereq,,EDU 345W,EDU,345W
AVI 244A,AVI,244A,AVI 420,AVI,420,Prereq,,EDU 351W,EDU,351W
AVI 244B,AVI,244B,Advanced Aviation Certificate,,,Checksheet,,EDU 366W,EDU,366W
AVI 244B,AVI,244B,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 385W,EDU,385W
AVI 244B,AVI,244B,AVI 320,AVI,320,Prereq,,EDU 390W,EDU,390W
AVI 244B,AVI,244B,AVI 341,AVI,341,Prereq,,EDU 401W,EDU,401W
AVI 244B,AVI,244B,AVI 420,AVI,420,Prereq,,EDU 495A,EDU,495A
AVI 320,AVI,320,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,EDU 495B,EDU,495B
AVI 341,AVI,341,Advanced Aviation Certificate,,,Checksheet,,ENG 100,ENG,100
AVI 341,AVI,341,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 101,ENG,101
AVI 341,AVI,341,AVI 441,AVI,441,Prereq,,ENG 289,ENG,289
AVI 341,AVI,341,AVI 460,AVI,460,Prereq,,ENG 294,ENG,294
AVI 344A,AVI,344A,Advanced Aviation Certificate,,,Checksheet,,ENG 303,ENG,303
AVI 344A,AVI,344A,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 315,ENG,315
AVI 344A,AVI,344A,AVI 441,AVI,441,Prereq,,ENG 316,ENG,316
AVI 344A,AVI,344A,AVI 460,AVI,460,Prereq,,ENG 318,ENG,318
AVI 344B,AVI,344B,Advanced Aviation Certificate,,,Checksheet,,ENG 330,ENG,330
AVI 344B,AVI,344B,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 332,ENG,332
AVI 344B,AVI,344B,AVI 441,AVI,441,Prereq,,ENG 337,ENG,337
AVI 344B,AVI,344B,AVI 460,AVI,460,Prereq,,ENG 340,ENG,340
AVI 380,AVI,380,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 352,ENG,352
AVI 420,AVI,420,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 355,ENG,355
AVI 441,AVI,441,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 375,ENG,375
AVI 444A,AVI,444A,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 380,ENG,380
AVI 444B,AVI,444B,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 389,ENG,389
AVI 450,AVI,450,Advanced Aviation Certificate,,,Checksheet,,ENG 394,ENG,394
AVI 450,AVI,450,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 486,ENG,486
AVI 460,AVI,460,Advanced Aviation Certificate,,,Checksheet,,ENG 489,ENG,489
AVI 460,AVI,460,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,ENG 494,ENG,494
AVI 460,AVI,460,Management Emphasis,,,Checksheet,,ENG 496,ENG,496
AVT 110,AVT,110,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 102W,ENG,102W
AVT 110,AVT,110,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 111W,ENG,111W
AVT 110,AVT,110,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 185W,ENG,185W
AVT 110,AVT,110,AVT 210,AVT,210,Prereq,,ENG 201W,ENG,201W
AVT 110,AVT,110,AVT 220,AVT,220,Prereq,,ENG 202W,ENG,202W
AVT 120,AVT,120,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 203W,ENG,203W
AVT 120,AVT,120,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 210W,ENG,210W
AVT 120,AVT,120,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 214W,ENG,214W
AVT 120,AVT,120,AVT 210,AVT,210,Prereq,,ENG 250W,ENG,250W
AVT 120,AVT,120,AVT 220,AVT,220,Prereq,,ENG 251W,ENG,251W
AVT 130,AVT,130,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 300W,ENG,300W
AVT 130,AVT,130,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 301W,ENG,301W
AVT 130,AVT,130,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 305W,ENG,305W
AVT 130,AVT,130,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,ENG 310W,ENG,310W
AVT 130,AVT,130,UAS 130,UAS,130,CrossList,,ENG 311W,ENG,311W
AVT 130,AVT,130,AVT 210,AVT,210,Prereq,,ENG 313W,ENG,313W
AVT 130,AVT,130,AVT 220,AVT,220,Prereq,,ENG 317W,ENG,317W
AVT 140,AVT,140,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 319W,ENG,319W
AVT 140,AVT,140,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 320W,ENG,320W
AVT 140,AVT,140,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 321W,ENG,321W
AVT 140,AVT,140,Natural Science,,,GenEd,,ENG 323W,ENG,323W
AVT 140,AVT,140,AVT 210,AVT,210,Prereq,,ENG 325W,ENG,325W
AVT 140,AVT,140,AVT 220,AVT,220,Prereq,,ENG 331W,ENG,331W
AVT 210,AVT,210,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 335W,ENG,335W
AVT 210,AVT,210,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 336W,ENG,336W
AVT 210,AVT,210,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 341W,ENG,341W
AVT 210,AVT,210,AVT 230,AVT,230,Prereq,,ENG 344W,ENG,344W
AVT 210,AVT,210,AVT 240,AVT,240,Prereq,,ENG 347W,ENG,347W
AVT 210,AVT,210,AVT 250,AVT,250,Prereq,,ENG 348W,ENG,348W
AVT 210,AVT,210,AVT 260,AVT,260,Prereq,,ENG 350W,ENG,350W
AVT 210,AVT,210,AVT 310,AVT,310,Prereq,,ENG 351W,ENG,351W
AVT 220,AVT,220,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 353W,ENG,353W
AVT 220,AVT,220,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 357W,ENG,357W
AVT 220,AVT,220,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 360W,ENG,360W
AVT 220,AVT,220,AVT 230,AVT,230,Prereq,,ENG 363W,ENG,363W
AVT 220,AVT,220,AVT 240,AVT,240,Prereq,,ENG 366W,ENG,366W
AVT 220,AVT,220,AVT 250,AVT,250,Prereq,,ENG 370W,ENG,370W
AVT 220,AVT,220,AVT 260,AVT,260,Prereq,,ENG 390W,ENG,390W
AVT 220,AVT,220,AVT 310,AVT,310,Prereq,,ENG 450W,ENG,450W
AVT 230,AVT,230,Aircraft Maintenance Technician Minor,,,Checksheet,,ENG 452W,ENG,452W
AVT 230,AVT,230,Aircraft Maintenance Training School (AMTS) Certificate,,,Checksheet,,ENG 458W,ENG,458W
AVT 230,AVT,230,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,ENG 461W,ENG,461W
AVT 230,AVT,230,AVT 240,AVT,240,Prereq,,ENG 470W,ENG,470W
AVT 230,AVT,230,AVT 250,AVT,250,Prereq,,ENG 475W,ENG,475W
AVT 230,AVT,230,AVT 260,AVT,260,Prereq,,ENG 499W,ENG,499W
AVT 230,AVT,230,AVT 310,AVT,310,Prereq,,FRE 101,FRE,101
